<BEGIN>;;;;;;;;;;;;;;;;;
<Thermal generating units>;;;;;;;;;;;;;;;;;
Plant's Name;Plant's ID;Unit's ID;Minimum power output (MW);Maximum power output (MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus;Standard linear generation cost ($/MWh);Constant cost ($);Start-up cost ($);Shut-down cost ($);Minimum reactive generation (MVAr);Maximum reactive generation (MVAr);Maximum apparent power (MVA);Comments
g522;522;522;0.42516492;5.763486436;4.03;4.03;1;1;2684;0;0;4.531;0;0;0;0;
g523;523;523;4.341496686;25.06204602;17.54;17.54;4;4;2698;3.626370389;0;178.3215;0;0;0;0;
g524;524;524;1.930668679;14.907369;10.44;10.44;4;4;2705;45.17325548;0;118.381;0;0;0;0;
g525;525;525;3.176326477;21.64469516;15.15;15.15;4;4;2739;46.19865154;0;235.266;0;0;0;0;
g526;526;526;0.470558841;16.99504459;11.9;11.9;2;2;2744;17.68723684;0;195.997;0;0;0;0;
g527;527;527;1.047243891;16.92515394;11.85;11.85;1;1;2744;34.2245578;0;154.165;0;0;0;0;
g528;528;528;3.530508842;26.4548976;18.52;18.52;1;1;2776;20.76966929;0;171.9405;0;0;0;0;
g529;529;529;2.235246924;13.76795655;9.64;9.64;2;2;2786;64.26504035;0;86.9625;0;0;0;0;
g530;530;530;0.088839022;7.508256059;5.26;5.26;2;2;2824;0;0;7.7755;0;0;0;0;
g531;531;531;0.100664806;15.80307351;11.06;11.06;4;4;2825;18.32180989;0;161.159;0;0;0;0;
g532;532;532;1.474602312;19.70791982;13.8;13.8;2;2;2830;7.821687265;0;159.928;0;0;0;0;
g533;533;533;4.260659441;11.99065538;8.39;8.39;4;4;2834;92.6692144;0;40.1645;0;0;0;0;
g534;534;534;2.664774915;11.71777232;8.2;8.2;1;1;2846;62.70341135;0;28.765;0;0;0;0;
g535;535;535;2.857474429;13.5450877;9.48;9.48;4;4;2851;66.70852375;0;73.46;0;0;0;0;
g536;536;536;1.822218141;19.86047772;13.9;13.9;4;4;2853;0;0;159.526;0;0;0;0;
g537;537;537;2.947299604;11.79612467;8.26;8.26;1;1;2853;61.8218386;0;30.316;0;0;0;0;
g538;538;538;1.03621581;11.65681305;8.16;8.16;1;1;2856;34.13625507;0;35.297;0;0;0;0;
g539;539;539;3.134589866;18.81280334;13.17;13.17;1;1;2856;0;0;82.925;0;0;0;0;
g540;540;540;0.082780608;1.696231224;1.19;1.19;2;2;2858;0;0;0;0;0;0;0;
g541;541;541;0.607612133;11.72212447;8.21;8.21;1;1;2858;7.938925345;0;51.891;0;0;0;0;
g542;542;542;0.239045406;17.58449687;12.31;12.31;4;4;2870;22.8019963;0;176.309;0;0;0;0;
g543;543;543;0.613488826;7.442282885;5.21;5.21;4;4;2881;0;0;11.362;0;0;0;0;
g544;544;544;0.672216293;13.67386797;9.57;9.57;4;4;2887;24.96723194;0;107.5075;0;0;0;0;
g545;545;545;0.086229519;14.76194339;10.33;10.33;1;1;2889;5.14577106;0;158.991;0;0;0;0;
g546;546;546;0;1.864728038;1.31;1.31;2;2;2889;0;0;0;0;0;0;0;
g547;547;547;0.742159913;7.359222734;5.15;5.15;1;1;2897;0;0;9.576;0;0;0;0;
g548;548;548;13.56434131;24.15278187;16.91;16.91;2;2;2914;75.94318795;0;139.561;0;0;0;0;
g549;549;549;10.96157414;24.80694002;17.36;17.36;2;2;2914;95.4728241;0;189.5295;0;0;0;0;
g550;550;550;9.985691965;21.23327351;14.86;14.86;1;1;2914;85.16009685;0;371.8055;0;0;0;0;
g551;551;551;3.080324199;13.87474935;9.71;9.71;4;4;2919;54.7168448;0;103.677;0;0;0;0;
g552;552;552;0;17.41447225;12.19;12.19;2;2;2919;0;0;57.7485;0;0;0;0;
g553;553;553;0;17.38541461;12.17;12.17;2;2;2919;0;0;67.942;0;0;0;0;
g554;554;554;2.998087499;16.29372239;11.41;11.41;1;1;2923;78.9848185;0;144.3055;0;0;0;0;
g555;555;555;0.528337968;5.519692756;3.86;3.86;4;4;2944;0;0;4.955;0;0;0;0;
g556;556;556;0.458787461;7.58292049;5.31;5.31;2;2;2945;0;0;7.941;0;0;0;0;
g557;557;557;6.639097135;21.88360952;15.32;15.32;2;2;2957;0;0;180.1955;0;0;0;0;
g558;558;558;0.077031298;7.630835793;5.34;5.34;1;1;2964;0;0;8.0625;0;0;0;0;
g559;559;559;1.569978799;17.53927749;12.28;12.28;1;1;2970;24.57299592;0;121.7045;0;0;0;0;
g560;560;560;0.393572408;9.58493151;6.71;6.71;1;1;2970;0;0;7.8335;0;0;0;0;
g561;561;561;0.30548429;4.304681096;3.01;3.01;2;2;2993;0;0;3.4295;0;0;0;0;
g562;562;562;0.196424404;7.953611423;5.57;5.57;4;4;3000;0;0;9.5735;0;0;0;0;
g563;563;563;3.560143711;16.55180341;11.59;11.59;2;2;3011;0;0;60.852;0;0;0;0;
g564;564;564;3.258451024;16.80167207;11.76;11.76;4;4;3038;87.4028632;0;127.709;0;0;0;0;
g565;565;565;2.238347457;16.9682149;11.88;11.88;4;4;3038;56.37687565;0;149.635;0;0;0;0;
g566;566;566;0.245458021;4.607233752;3.23;3.23;1;1;3039;0;0;2.2895;0;0;0;0;
g567;567;567;3.578307749;18.25303146;12.78;12.78;2;2;3041;66.5495282;0;122.3075;0;0;0;0;
g568;568;568;0;1.899000788;1.33;1.33;2;2;3044;0;0;0;0;0;0;0;
g569;569;569;0.946976816;11.85241188;8.3;8.3;2;2;3044;36.56288512;0;91.943;0;0;0;0;
g570;570;570;2.387748783;11.13731825;7.8;7.8;1;1;3046;38.76697416;0;17.4795;0;0;0;0;
g571;571;571;0.280311017;6.337795268;4.44;4.44;4;4;3055;0;0;2.836;0;0;0;0;
g572;572;572;12.09632189;51.41324767;35.99;35.99;1;1;3057;0;0;348.0285;0;0;0;0;
g573;573;573;2.535850888;15.77524696;11.04;11.04;4;4;3068;63.44161795;0;115.825;0;0;0;0;
g574;574;574;2.06895553;15.63023855;10.94;10.94;1;1;3078;61.86070055;0;132.7355;0;0;0;0;
g575;575;575;0.458233959;1.749465678;1.22;1.22;4;4;3079;0;0;0;0;0;0;0;
g576;576;576;3.335590944;16.98503525;11.89;11.89;2;2;3089;89.9785688;0;79.5465;0;0;0;0;
g577;577;577;0.175047535;19.24913112;13.47;13.47;1;1;3116;29.1108828;0;224.5955;0;0;0;0;
g578;578;578;1.025770686;8.860112615;6.2;6.2;4;4;3125;0;0;3.634;0;0;0;0;
g579;579;579;1.785275589;53.1087242;37.18;37.18;2;2;3128;0;0;198.4975;0;0;0;0;
g580;580;580;0.14270869;10.73218025;7.51;7.51;1;1;3131;16.88074139;0;46.4205;0;0;0;0;
g581;581;581;4.306338496;26.31769766;18.42;18.42;1;1;3134;0;0;198.003;0;0;0;0;
g582;582;582;3.86579221;28.92689281;20.25;20.25;1;1;3135;0;0;259.7835;0;0;0;0;
g583;583;583;2.394851239;30.88197774;21.62;21.62;1;1;3136;0;0;387.19;0;0;0;0;
g584;584;584;0.267314508;3.879890039;2.72;2.72;2;2;3140;0;0;2.9955;0;0;0;0;
g585;585;585;0.568665618;16.77014538;11.74;11.74;2;2;3141;21.41531351;0;187.489;0;0;0;0;
g586;586;586;1.332032197;15.94017256;11.16;11.16;2;2;3141;39.96663157;0;121.2505;0;0;0;0;
g587;587;587;3.161615092;20.54204922;14.38;14.38;2;2;3143;36.08737133;0;148.0765;0;0;0;0;
g588;588;588;0.723138324;7.334771057;5.13;5.13;2;2;3144;0;0;12.7925;0;0;0;0;
g589;589;589;0.131868576;6.226476681;4.36;4.36;2;2;3149;0;0;1.1765;0;0;0;0;
g590;590;590;0.238709184;9.783348573;6.85;6.85;1;1;3150;0;0;9.407;0;0;0;0;
g591;591;591;3.175471767;17.70847671;12.4;12.4;2;2;3150;86.1499149;0;122.1615;0;0;0;0;
g592;592;592;0.428147299;10.68635903;7.48;7.48;2;2;3154;3.413019138;0;12.0675;0;0;0;0;
g593;593;593;2.040612333;13.71619629;9.6;9.6;2;2;3154;62.76617505;0;72.173;0;0;0;0;
g594;594;594;0.442376056;7.597839949;5.32;5.32;2;2;3158;0;0;9.745;0;0;0;0;
g595;595;595;0.390511432;7.644989607;5.35;5.35;1;1;3158;0;0;8.534;0;0;0;0;
g596;596;596;0;0.945001233;0.66;0.66;1;1;3160;7.478308975;0;0;0;0;0;0;
g597;597;597;0.473304269;10.09131405;7.06;7.06;1;1;3165;0;0;13.5845;0;0;0;0;
g598;598;598;0.014011564;8.193470872;5.74;5.74;1;1;3165;0;0;3.6245;0;0;0;0;
g599;599;599;0.935054559;11.75130292;8.23;8.23;4;4;3169;24.13371473;0;60.887;0;0;0;0;
g600;600;600;5;46.17736525;32.32;32.32;2;2;3175;26.46385743;0;4.4225;0;0;0;0;
g601;601;601;2.288854852;15.78198052;11.05;11.05;4;4;3177;51.44480525;0;154.296;0;0;0;0;
g602;602;602;0.302664998;15.96421707;11.17;11.17;2;2;3177;31.20422468;0;160.698;0;0;0;0;
g603;603;603;4.130128914;17.69513996;12.39;12.39;1;1;3177;38.91123578;0;101.037;0;0;0;0;
g604;604;604;4.038748592;26.34392316;18.44;18.44;2;2;3196;20.7879517;0;205.509;0;0;0;0;
g605;605;605;2.826374536;25.76867415;18.04;18.04;1;1;3196;0;0;188.6515;0;0;0;0;
g606;606;606;0.017775543;9.58064795;6.71;6.71;1;1;3203;0;0;7.456;0;0;0;0;
g607;607;607;2.253139193;11.7596959;8.23;8.23;2;2;3203;39.67087072;0;57.9045;0;0;0;0;
g608;608;608;0.944552109;17.6908036;12.38;12.38;1;1;3206;0;0;192.344;0;0;0;0;
g609;609;609;0.065058073;9.778592809;6.85;6.85;2;2;3206;0;0;7.4155;0;0;0;0;
g610;610;610;3.24360547;19.93961196;13.96;13.96;4;4;3228;35.39581394;0;177.3395;0;0;0;0;
g611;611;611;3.444684857;22.37043232;15.66;15.66;4;4;3237;49.60221638;0;157.932;0;0;0;0;
g612;612;612;2.128929565;11.88690578;8.32;8.32;1;1;3237;33.81688021;0;63.092;0;0;0;0;
g613;613;613;2.581584699;22.22325947;15.56;15.56;2;2;3256;0;0;205.1735;0;0;0;0;
g614;614;614;3.734933992;21.95695746;15.37;15.37;4;4;3257;58.52221585;0;152.9245;0;0;0;0;
g615;615;615;0.188317949;4.898281328;3.43;3.43;4;4;3259;0;0;1.7775;0;0;0;0;
g616;616;616;0.832509103;9.045450038;6.33;6.33;2;2;3262;0;0;4.979;0;0;0;0;
g617;617;617;0.320113492;9.572373244;6.7;6.7;1;1;3264;0;0;6.6185;0;0;0;0;
g618;618;618;0.64937166;8.779493592;6.15;6.15;4;4;3268;0;0;7.835;0;0;0;0;
g619;619;619;0.39483784;7.118438764;4.98;4.98;2;2;3278;0;0;9.7635;0;0;0;0;
g620;620;620;0.227640285;5.291730412;3.7;3.7;1;1;3282;0;0;2.1585;0;0;0;0;
g621;621;621;4.599668539;23.55490598;16.49;16.49;2;2;3283;0;0;123.9115;0;0;0;0;
g622;622;622;6.487462879;18.40094;12.88;12.88;4;4;3283;0;0;97.1775;0;0;0;0;
g623;623;623;2.009404406;11.87893283;8.32;8.32;4;4;3283;33.16490296;0;54.5495;0;0;0;0;
g624;624;624;0;36.12763703;25.29;25.29;1;1;3284;0;0;19.922;0;0;0;0;
g625;625;625;0;30.90887358;21.64;21.64;1;1;3284;0;0;14.171;0;0;0;0;
g626;626;626;0.602507957;11.7564428;8.23;8.23;1;1;3294;12.98388281;0;58.7955;0;0;0;0;
g627;627;627;1.460256079;11.85290059;8.3;8.3;1;1;3294;28.77183987;0;57.6965;0;0;0;0;
g628;628;628;3.704132848;32.13225451;22.49;22.49;1;1;3298;0;0;320.0385;0;0;0;0;
g629;629;629;2.791324923;28.43084478;19.9;19.9;1;1;3299;8.034056745;0;194.7165;0;0;0;0;
g630;630;630;1.334395097;27.94150459;19.56;19.56;2;2;3300;0;0;215.576;0;0;0;0;
g631;631;631;0.201851085;11.29961778;7.91;7.91;2;2;3313;0.686824707;0;91.1635;0;0;0;0;
g632;632;632;2.475420946;12.93329069;9.05;9.05;2;2;3319;45.08985298;0;92.9855;0;0;0;0;
g633;633;633;1.530989529;16.94527567;11.86;11.86;4;4;3326;40.615225;0;159.8185;0;0;0;0;
g634;634;634;1.243669468;16.8169399;11.77;11.77;1;1;3326;44.76466437;0;152.8295;0;0;0;0;
g635;635;635;2.035318193;17.99040843;12.59;12.59;1;1;3331;12.23110966;0;148.8465;0;0;0;0;
g636;636;636;0.52147565;9.763148114;6.83;6.83;4;4;3331;0;0;9.143;0;0;0;0;
g637;637;637;2.564919079;11.81667609;8.27;8.27;1;1;3333;61.49612605;0;67.7735;0;0;0;0;
g638;638;638;3.723053992;19.02650649;13.32;13.32;1;1;3333;86.7016818;0;132.905;0;0;0;0;
g639;639;639;0.425615312;9.847184064;6.89;6.89;2;2;3357;0;0;11.523;0;0;0;0;
g640;640;640;0.8;49.97179885;34.98;34.98;2;2;3363;0;0;33.8685;0;0;0;0;
g641;641;641;0.328178603;7.627629701;5.34;5.34;4;4;3395;0;0;11.277;0;0;0;0;
g642;642;642;0.188501966;19.95497265;13.97;13.97;1;1;3395;11.4713799;0;213.0285;0;0;0;0;
g643;643;643;0;32.55064726;22.79;22.79;1;1;3400;0;0;212.0275;0;0;0;0;
g644;644;644;2.098898829;14.73864367;10.32;10.32;4;4;3401;62.26817925;0;87.0605;0;0;0;0;
g645;645;645;0;30.11004346;21.08;21.08;1;1;3423;0;0;52.34;0;0;0;0;
g646;646;646;2.058182047;23.73675619;16.62;16.62;2;2;3426;5.066921955;0;219.9495;0;0;0;0;
g647;647;647;0.44280496;7.097450036;4.97;4.97;4;4;3436;0;0;7.3025;0;0;0;0;
g648;648;648;0.390622583;7.144888561;5;5;2;2;3436;0;0;10.4375;0;0;0;0;
g649;649;649;0.13734428;6.600569141;4.62;4.62;2;2;3436;0;0;3.127;0;0;0;0;
g650;650;650;0.272084256;6.944765363;4.86;4.86;2;2;3436;0;0;5.915;0;0;0;0;
g651;651;651;0.289506759;7.162387298;5.01;5.01;1;1;3436;0;0;8.8595;0;0;0;0;
g652;652;652;4.794879411;31.17078198;21.82;21.82;1;1;3441;0;0;262.0805;0;0;0;0;
g653;653;653;1.437674451;25.98540615;18.19;18.19;4;4;3441;0;0;192.221;0;0;0;0;
g654;654;654;3.301790198;22.94252735;16.06;16.06;4;4;3442;5.62121784;0;181.002;0;0;0;0;
g655;655;655;1.801856782;22.98850306;16.09;16.09;2;2;3442;46.51866014;0;184.7955;0;0;0;0;
g656;656;656;0.108901711;2.900020156;2.03;2.03;2;2;3449;0.174997788;0;0;0;0;0;0;
g657;657;657;1.912727103;19.84328677;13.89;13.89;1;1;3452;0;0;201.677;0;0;0;0;
g658;658;658;2.176064788;23.66175335;16.56;16.56;4;4;3455;6.786092925;0;203.474;0;0;0;0;
g659;659;659;0.289729756;11.88045369;8.32;8.32;2;2;3458;0;0;68.151;0;0;0;0;
g660;660;660;0.307681818;10.22245566;7.16;7.16;2;2;3458;0;0;9.209;0;0;0;0;
g661;661;661;0;1.111284778;0.78;0.78;1;1;3463;3.852851871;0;0;0;0;0;0;
g662;662;662;3.587833492;20.36594318;14.26;14.26;2;2;3468;27.64599365;0;143.61;0;0;0;0;
g663;663;663;0.273620547;5.416606797;3.79;3.79;4;4;3469;0;0;2.5185;0;0;0;0;
g664;664;664;1.289068798;11.68382336;8.18;8.18;4;4;3472;19.85388812;0;34.4045;0;0;0;0;
g665;665;665;0.445156391;11.80079387;8.26;8.26;4;4;3479;21.63338076;0;64.2015;0;0;0;0;
g666;666;666;0.244735907;12.77471665;8.94;8.94;1;1;3486;8.958616095;0;51.9375;0;0;0;0;
g667;667;667;0;0.186577207;0.13;0.13;4;4;3506;10.31384967;0;0;0;0;0;0;
g669;669;669;0;51.91172306;36.34;36.34;2;2;3509;0;0;276.99;0;0;0;0;
g670;670;670;2.221813621;20.88115991;14.62;14.62;2;2;3513;0;0;168.22;0;0;0;0;
g671;671;671;0.456586579;10.48784432;7.34;7.34;2;2;3520;1.124348412;0;9.1025;0;0;0;0;
g672;672;672;2.021374259;21.89639943;15.33;15.33;2;2;3520;0;0;203.31;0;0;0;0;
g673;673;673;5.612585683;26.01854475;18.21;18.21;4;4;3523;4.877793161;0;227.9975;0;0;0;0;
g674;674;674;0;48.80609051;34.16;34.16;4;4;3524;0;0;32.293;0;0;0;0;
g675;675;675;0.506968296;4.317604386;3.02;3.02;2;2;3526;0;0;5.3785;0;0;0;0;
g676;676;676;1.359219697;17.73284515;12.41;12.41;4;4;3527;14.01252023;0;127.7755;0;0;0;0;
g677;677;677;0;46.2842475;32.4;32.4;2;2;3532;20.635;0;4.441;0;0;0;0;
g678;678;678;3.56506192;15.87029063;11.11;11.11;2;2;3532;82.307627;0;95.7845;0;0;0;0;
g679;679;679;3.64124015;25.72930286;18.01;18.01;2;2;3540;31.71173452;0;161.97;0;0;0;0;
g680;680;680;0.285327984;9.67379921;6.77;6.77;4;4;3549;0;0;8.054;0;0;0;0;
g681;681;681;0.220187105;12.58992068;8.81;8.81;1;1;3563;16.80041387;0;84.091;0;0;0;0;
g682;682;682;0.851259628;11.80799904;8.27;8.27;2;2;3564;2.961429546;0;40.244;0;0;0;0;
g683;683;683;1.436531017;11.74989384;8.22;8.22;2;2;3569;43.3439453;0;57.652;0;0;0;0;
g684;684;684;2.716508451;11.87613684;8.31;8.31;4;4;3569;57.2909285;0;60.2535;0;0;0;0;
g685;685;685;1.007478077;11.95581396;8.37;8.37;1;1;3569;13.14245378;0;55.894;0;0;0;0;
g686;686;686;0;29.11005686;20.38;20.38;1;1;3568;0;0;107.265;0;0;0;0;
g687;687;687;0.445832021;9.802352146;6.86;6.86;1;1;3603;0;0;11.27;0;0;0;0;
g688;688;688;2.325421846;19.94152248;13.96;13.96;1;1;3606;28.8629645;0;155.3855;0;0;0;0;
g689;689;689;4.100986983;19.90035507;13.93;13.93;1;1;3606;75.50467415;0;148.9135;0;0;0;0;
g690;690;690;1.712935073;19.70458931;13.79;13.79;2;2;3605;4.112031593;0;194.709;0;0;0;0;
g691;691;691;3.582041268;19.77733354;13.84;13.84;1;1;3605;39.62204278;0;142.243;0;0;0;0;
g692;692;692;4.984424459;38.67287905;27.07;27.07;4;4;3618;38.78691349;0;331.486;0;0;0;0;
g693;693;693;3.278473041;22.64097338;15.85;15.85;2;2;3620;7.02443996;0;168.858;0;0;0;0;
g694;694;694;4.122956812;22.66811101;15.87;15.87;2;2;3620;14.41899421;0;109.7895;0;0;0;0;
g695;695;695;3.045193344;22.59657947;15.82;15.82;2;2;3620;31.97863924;0;194.7475;0;0;0;0;
g696;696;696;0;49.08097673;34.36;34.36;4;4;3624;0;0;85.2795;0;0;0;0;
g697;697;697;0;97.7325161;68.41;68.41;4;4;3624;0;0;32.6835;0;0;0;0;
g698;698;698;0.156347356;1.455658757;1.02;1.02;2;2;3657;0;0;0;0;0;0;0;
g699;699;699;1.115142421;14.8580036;10.4;10.4;2;2;3667;34.47765262;0;161.3185;0;0;0;0;
g700;700;700;1.037137089;28.34183035;19.84;19.84;1;1;3667;0;0;272.595;0;0;0;0;
g701;701;701;0.179009109;9.626757782;6.74;6.74;4;4;3670;0;0;7.631;0;0;0;0;
g702;702;702;0.888206838;6.192539238;4.33;4.33;1;1;3672;0;0;8.3455;0;0;0;0;
g703;703;703;0.823329864;6.251518305;4.38;4.38;1;1;3672;0;0;7.552;0;0;0;0;
g704;704;704;1.286195778;11.92799291;8.35;8.35;2;2;3673;20.79996805;0;80.76;0;0;0;0;
g705;705;705;0.504663588;5.407780503;3.79;3.79;2;2;3678;0;0;4.229;0;0;0;0;
g706;706;706;0.300607767;9.622411255;6.74;6.74;2;2;3681;0;0;8.215;0;0;0;0;
g707;707;707;0.069033636;2.887361261;2.02;2.02;2;2;3682;0;0;0;0;0;0;0;
g708;708;708;1.36509214;11.75495213;8.23;8.23;1;1;3687;15.93151843;0;36.5;0;0;0;0;
g709;709;709;2.187704993;11.92971868;8.35;8.35;4;4;3687;38.91336233;0;66.076;0;0;0;0;
g710;710;710;0.00173679;4.193137284;2.94;2.94;2;2;3688;0;0;0.022;0;0;0;0;
g711;711;711;0.221824773;4.661286941;3.26;3.26;2;2;3704;0;0;2.4245;0;0;0;0;
g712;712;712;0.041462287;2.747700405;1.92;1.92;2;2;3706;0;0;0;0;0;0;0;
g713;713;713;0.152770174;9.174517654;6.42;6.42;2;2;3712;0;0;6.854;0;0;0;0;
g714;714;714;0.605963439;7.449124146;5.21;5.21;4;4;3714;0;0;9.745;0;0;0;0;
g715;715;715;0.201041796;8.473379367;5.93;5.93;1;1;3716;0;0;9.7;0;0;0;0;
g716;716;716;0.826897617;23.84955769;16.69;16.69;2;2;3733;31.51061996;0;218.8195;0;0;0;0;
g717;717;717;2.393672731;17.832824;12.48;12.48;4;4;3735;31.4544109;0;114.867;0;0;0;0;
g718;718;718;3.194205967;18.89754673;13.23;13.23;2;2;3736;54.4113463;0;185.0635;0;0;0;0;
g719;719;719;0;34.32604311;24.03;24.03;4;4;3737;0;0;103.4395;0;0;0;0;
g720;720;720;0.211203228;8.76982063;6.14;6.14;4;4;3764;0;0;10.3185;0;0;0;0;
g721;721;721;7.961004272;11.2;7.84;7.84;1;1;3768;0;0;0.1285;0;0;0;0;
g722;722;722;0;36.12070372;25.28;25.28;2;2;3773;0;0;83.8955;0;0;0;0;
g723;723;723;0.21864159;9.648970228;6.75;6.75;1;1;3778;0;0;6.9255;0;0;0;0;
g724;724;724;2.126946448;19.91229006;13.94;13.94;4;4;3778;0;0;197.218;0;0;0;0;
g725;725;725;2.089670998;21.93987385;15.36;15.36;2;2;3780;0;0;191.6875;0;0;0;0;
g726;726;726;3.046573934;11.70623771;8.19;8.19;4;4;3781;66.49473805;0;36.974;0;0;0;0;
g727;727;727;0.264566706;9.455063529;6.62;6.62;2;2;3816;0;0;7.6605;0;0;0;0;
g728;728;728;0.150905231;9.441411317;6.61;6.61;4;4;3816;0;0;3.524;0;0;0;0;
g729;729;729;3.807586603;25.81870864;18.07;18.07;2;2;3819;53.0443658;0;171.91;0;0;0;0;
g730;730;730;2.971860413;20.05104333;14.04;14.04;4;4;3819;42.75284569;0;141.428;0;0;0;0;
g731;731;731;0.350240437;9.409228099;6.59;6.59;4;4;3819;0;0;3.1925;0;0;0;0;
g732;732;732;1.241038196;19.88301056;13.92;13.92;1;1;3821;39.70387139;0;203.539;0;0;0;0;
g733;733;733;5.611210196;19.8414841;13.89;13.89;2;2;3821;6.10653263;0;99.94;0;0;0;0;
g734;734;734;1.293646284;36.43644859;25.51;25.51;1;1;3836;0;0;400.996;0;0;0;0;
g735;735;735;2.098304347;29.37649537;20.56;20.56;1;1;3837;0;0;229.5625;0;0;0;0;
g736;736;736;1.911326077;25.17920797;17.63;17.63;4;4;3838;0;0;265.8195;0;0;0;0;
g737;737;737;10.5863443;24.59153931;17.21;17.21;2;2;3842;36.12754408;0;128.3;0;0;0;0;
g738;738;738;2.882681258;27.2209781;19.05;19.05;2;2;3846;0;0;194.2155;0;0;0;0;
g739;739;739;0.396246119;9.00208215;6.3;6.3;2;2;3856;0;0;8.1085;0;0;0;0;
g740;740;740;2.213906979;11.68151923;8.18;8.18;1;1;3862;34.36688497;0;22.5105;0;0;0;0;
g741;741;741;1.835661171;12.7228329;8.91;8.91;1;1;3862;68.7174522;0;99.8995;0;0;0;0;
g742;742;742;4.434060656;21.70710426;15.19;15.19;4;4;3873;62.0826822;0;139.05;0;0;0;0;
g743;743;743;0.230399666;6.37144751;4.46;4.46;2;2;3883;0;0;2.0265;0;0;0;0;
g744;744;744;0.081776718;8.592702403;6.01;6.01;1;1;3888;0;0;4.7415;0;0;0;0;
g745;745;745;0.162135504;9.466074941;6.63;6.63;4;4;3889;0;0;3.065;0;0;0;0;
g746;746;746;0.454802031;7.558668966;5.29;5.29;4;4;3896;0;0;7.563;0;0;0;0;
g747;747;747;2.563705516;11.70320405;8.19;8.19;1;1;3910;45.59050014;0;28.398;0;0;0;0;
g748;748;748;0;1.600652065;1.12;1.12;4;4;3914;0;0;0;0;0;0;0;
g749;749;749;0;0.682804617;0.48;0.48;2;2;3914;0;0;0;0;0;0;0;
g750;750;750;0.631620827;13.17428053;9.22;9.22;2;2;3925;30.70704473;0;76.8165;0;0;0;0;
g751;751;751;2.689160541;17.61363101;12.33;12.33;4;4;3925;30.16084578;0;108.9155;0;0;0;0;
g752;752;752;0.18867518;6.151102077;4.31;4.31;2;2;3940;0;0;1.198;0;0;0;0;
g753;753;753;1.335363836;24.61092258;17.23;17.23;4;4;3945;66.2078553;0;164.449;0;0;0;0;
g754;754;754;5.512639548;52.61064621;36.83;36.83;4;4;3946;0;0;270.4065;0;0;0;0;
g755;755;755;0.558338604;6.492419451;4.54;4.54;2;2;3948;0;0;4.833;0;0;0;0;
g756;756;756;1.807156229;17.19193081;12.03;12.03;1;1;3961;25.57266343;0;144.805;0;0;0;0;
g757;757;757;1.963786118;11.40489375;7.98;7.98;1;1;3962;39.80133171;0;41.079;0;0;0;0;
g758;758;758;2.866488213;29.95831181;20.97;20.97;4;4;3973;0;0;252.839;0;0;0;0;
g759;759;759;1;29.17138771;20.42;20.42;2;2;3991;0;0;192.0655;0;0;0;0;
g760;760;760;1;31.86592352;22.31;22.31;1;1;3991;0;0;227.4605;0;0;0;0;
g761;761;761;1;35.11566858;24.58;24.58;1;1;3990;0;0;297.755;0;0;0;0;
g762;762;762;1;30.7970132;21.56;21.56;2;2;3990;0;0;167.1795;0;0;0;0;
g763;763;763;0.238938806;2.098942714;1.47;1.47;1;1;3999;0;0;0;0;0;0;0;
g764;764;764;1.583122083;11.70896622;8.2;8.2;1;1;3999;33.81229914;0;48.55;0;0;0;0;
g765;765;765;0;1.397975385;0.98;0.98;2;2;4009;0;0;0;0;0;0;0;
g766;766;766;0.335427253;7.444815564;5.21;5.21;1;1;4009;0;0;9.5575;0;0;0;0;
g767;767;767;0.348183406;7.683469631;5.38;5.38;2;2;4009;0;0;10.1345;0;0;0;0;
g768;768;768;2.056302806;11.71300439;8.2;8.2;1;1;4020;72.0887367;0;70.7075;0;0;0;0;
g769;769;769;4.200655596;24.40916997;17.09;17.09;2;2;4020;36.24272907;0;154.498;0;0;0;0;
g770;770;770;0.968681819;13.7852023;9.65;9.65;2;2;4022;20.30259306;0;120.247;0;0;0;0;
g771;771;771;5.210520563;22.34817355;15.64;15.64;2;2;4022;14.41739656;0;146.956;0;0;0;0;
g772;772;772;0.145695186;10.29393504;7.21;7.21;2;2;4047;8.772855865;0;4.036;0;0;0;0;
g773;773;773;2.021544787;17.91742413;12.54;12.54;1;1;4051;0;0;128.0045;0;0;0;0;
g774;774;774;10.35411017;23.07327671;16.15;16.15;4;4;4053;170.7773513;0;85.433;0;0;0;0;
g775;775;775;0.156632977;15.71084912;11;11;2;2;4053;22.86622809;0;165.124;0;0;0;0;
g776;776;776;3.932227143;25.80279085;18.06;18.06;1;1;4077;58.9189366;0;217.2425;0;0;0;0;
g777;777;777;5.851174892;26.09399557;18.27;18.27;1;1;4078;42.24772659;0;192.6405;0;0;0;0;
g778;778;778;4.174517201;25.53255794;17.87;17.87;1;1;4078;26.85368134;0;166.1815;0;0;0;0;
g779;779;779;2.319358841;17.05229586;11.94;11.94;2;2;4088;53.55684925;0;162.249;0;0;0;0;
g780;780;780;0.023817813;1.97091208;1.38;1.38;1;1;4094;0.195459744;0;0;0;0;0;0;
g781;781;781;0.500454876;11.90454735;8.33;8.33;2;2;4134;0.828578976;0;78.4685;0;0;0;0;
g782;782;782;0.768967676;6.200938476;4.34;4.34;2;2;4151;0;0;6.837;0;0;0;0;
